issueid,id,comment_seq,utr_seq,author,created,is_private,actionbody,author_role,created_dt,messageClean,wordCount
1004298.0,211718014.0,0,0,.wy0w13yhr,2022-01-02 11:12:51+00:00,0.0,dear ph_name team,reporter,2022-01-02 11:12:51+00:00,dear ph name team,4
1004298.0,211718014.0,0,1,.wy0w13yhr,2022-01-02 11:12:51+00:00,0.0,we need your urgent support to fix list of vulnerabilities reported in ph_name application .,reporter,2022-01-02 11:12:51+00:00,we need your urgent support to fix list of vulnerabilities reported in ph name application,15
1004298.0,211718014.0,0,2,.wy0w13yhr,2022-01-02 11:12:51+00:00,0.0,please provide resolution date before end of ‘january ph_technical .,reporter,2022-01-02 11:12:51+00:00,please provide resolution date before end of january ph technical,10
1004298.0,1045407.0,1,2,z2w_x,2022-01-02 11:13:02+00:00,1.0,investigation and simulation: .,others,2022-01-02 11:13:02+00:00,investigation and simulation,3
1004298.0,1045407.0,1,3,z2w_x,2022-01-02 11:13:02+00:00,1.0,development agile related issue : .,others,2022-01-02 11:13:02+00:00,development agile related issue,4
1004298.0,1045407.0,1,4,z2w_x,2022-01-02 11:13:02+00:00,1.0,solution: 1- did we resolve the problem and its symptoms?,others,2022-01-02 11:13:02+00:00,solution did we resolve the problem and its symptoms,9
1004298.0,1045407.0,1,5,z2w_x,2022-01-02 11:13:02+00:00,1.0,2- did we understand and resolve the root cause of the problem?,others,2022-01-02 11:13:02+00:00,did we understand and resolve the root cause of the problem,11
1004298.0,1045407.0,1,6,z2w_x,2022-01-02 11:13:02+00:00,1.0,3- will this problem appear at this customer or other customer site?,others,2022-01-02 11:13:02+00:00,will this problem appear at this customer or other customer site,11
1004298.0,1045408.0,2,0,4ggo,2022-01-02 11:13:06+00:00,0.0,"to provide our best support the following policy for tickets waiting customer feedback, and tickets under monitoring will be applied - ph_name team will remind the customer every two working days, after the second reminder if no response, the ph_name team will escalate the ticket and inform the customer that the ticket will be closed by end of second week if no response received.",others,2022-01-02 11:13:06+00:00,to provide our best support the following policy for tickets waiting customer feedback and tickets under monitoring will be applied ph name team will remind the customer every two working days after the second reminder if no response the ph name team will escalate the ticket and inform the customer that the ticket will be closed by end of second week if no response received,65
1004298.0,1045412.0,3,1,4ops,2022-01-02 11:17:42+00:00,0.0,report is not clear and contains points not related to the application so please remove the internal issues and segregate each application in separate sheet .,assignee,2022-01-02 11:17:42+00:00,report is not clear and contains points not related to the application so please remove the internal issues and segregate each application in separate sheet,25
1004298.0,1046266.0,4,1,.wy0w13ygq,2022-01-05 09:49:27+00:00,0.0,attached are the list of vulnerabilities for each system.,others,2022-01-05 09:49:27+00:00,attached are the list of vulnerabilities for each system,9
1004298.0,1046414.0,5,1,4ops,2022-01-06 05:26:36+00:00,0.0,still i can't identify each record for which system so please add new column and add the system name to be able to handle it,assignee,2022-01-06 05:26:36+00:00,still i can t identify each record for which system so please add new column and add the system name to be able to handle it,26
1004298.0,1048581.0,6,0,.wy0w13yhr,2022-01-17 06:49:16+00:00,0.0,dear  ph_user ,reporter,2022-01-17 06:49:16+00:00,dear ph user,3
1004298.0,1048581.0,6,1,.wy0w13yhr,2022-01-17 06:49:16+00:00,0.0,"as requested we have listed application related vulnerabilities , lets upgrade tls version in test environment and close all ph_technical .",reporter,2022-01-17 06:49:16+00:00,as requested we have listed application related vulnerabilities lets upgrade tls version in test environment and close all ph technical,20
1004298.0,1048581.0,6,2,.wy0w13yhr,2022-01-17 06:49:16+00:00,0.0,"vulnerabilities ip port tls ph_path server is enabling the beast attack ph_ip_address ph_technical,ph_technical ,ph_technical tls server supports tls version 1.0",reporter,2022-01-17 06:49:16+00:00,vulnerabilities ip port tls ph path server is enabling the beast attack ph ip address ph technical ph technical ph technical tls server supports tls version,26
1004298.0,1048581.0,6,3,.wy0w13yhr,2022-01-17 06:49:16+00:00,0.0,ph_ip_address,reporter,2022-01-17 06:49:16+00:00,ph ip address,3
1004298.0,1048581.0,6,7,.wy0w13yhr,2022-01-17 06:49:16+00:00,0.0,tls ph_path server is enabling the beast attack,reporter,2022-01-17 06:49:16+00:00,tls ph path server is enabling the beast attack,9
1004298.0,1048581.0,6,8,.wy0w13yhr,2022-01-17 06:49:16+00:00,0.0,ph_ip_address,reporter,2022-01-17 06:49:16+00:00,ph ip address,3
1004298.0,1048581.0,6,11,.wy0w13yhr,2022-01-17 06:49:16+00:00,0.0,tls ph_path server supports ph_technical cipher algorithms (ph_technical) ph_ip_address ph_technical,reporter,2022-01-17 06:49:16+00:00,tls ph path server supports ph technical cipher algorithms ph technical ph ip address ph technical,16
1004298.0,1048581.0,6,12,.wy0w13yhr,2022-01-17 06:49:16+00:00,0.0,below are web ph_technical please advice how to disable http for  below servers :,reporter,2022-01-17 06:49:16+00:00,below are web ph technical please advice how to disable http for below servers,14
1004298.0,1048581.0,6,13,.wy0w13yhr,2022-01-17 06:49:16+00:00,0.0,vulnerabilities ip port http trace method enabled,reporter,2022-01-17 06:49:16+00:00,vulnerabilities ip port http trace method enabled,7
1004298.0,1048581.0,6,14,.wy0w13yhr,2022-01-17 06:49:16+00:00,0.0,ph_ip_address,reporter,2022-01-17 06:49:16+00:00,ph ip address,3
1004298.0,1049252.0,7,1,4ops,2022-01-20 04:35:48+00:00,0.0,we have updated server ph_ip_address so ph_technical and tomcats running now with ph_technical . 2 within other server ( ph_ip_address ) to complete the configurations ,assignee,2022-01-20 04:35:48+00:00,we have updated server ph ip address so ph technical and tomcats running now with ph technical within other server ph ip address to complete the configurations,27
1004298.0,1050174.0,8,1,4ops,2022-01-25 06:45:07+00:00,0.0,all ph_technical applications and tomcat are using ph_technical . 2 so please check it on test server and confirm to apply the same on production ,assignee,2022-01-25 06:45:07+00:00,all ph technical applications and tomcat are using ph technical so please check it on test server and confirm to apply the same on production,25
1004298.0,1050775.0,9,0,.wy0w13yhr,2022-01-27 06:37:28+00:00,0.0,dear  ph_user ,reporter,2022-01-27 06:37:28+00:00,dear ph user,3
1004298.0,1050775.0,9,1,.wy0w13yhr,2022-01-27 06:37:28+00:00,0.0,"our iso team preform a scanning on both uat servers ph_ip_address , ph_ip_address to test the fixed ph_technical but unfortunately still we can see same vulnerabilities are open . ",reporter,2022-01-27 06:37:28+00:00,our iso team preform a scanning on both uat servers ph ip address ph ip address to test the fixed ph technical but unfortunately still we can see same vulnerabilities are open,32
1004298.0,1050775.0,9,2,.wy0w13yhr,2022-01-27 06:37:28+00:00,0.0,please refer to attached excel sheet where you can find list of tls ph_path related ph_technical and http trace method enabled ph_technical are still reported . ,reporter,2022-01-27 06:37:28+00:00,please refer to attached excel sheet where you can find list of tls ph path related ph technical and http trace method enabled ph technical are still reported,28
1004298.0,1050782.0,10,1,4ops,2022-01-27 06:50:56+00:00,0.0,please share the new report,assignee,2022-01-27 06:50:56+00:00,please share the new report,5
1004298.0,1050785.0,11,0,.wy0w13yhr,2022-01-27 06:58:58+00:00,0.0,dear  ph_user ,reporter,2022-01-27 06:58:58+00:00,dear ph user,3
1004298.0,1050800.0,12,1,4ops,2022-01-27 07:33:26+00:00,0.0,in the new report you have 2 issues as below :,assignee,2022-01-27 07:33:26+00:00,in the new report you have issues as below,9
1004298.0,1050800.0,12,2,4ops,2022-01-27 07:33:26+00:00,0.0,1- used cipher : please share requimended cipher for tls 1.2 to configure it from our end .,assignee,2022-01-27 07:33:26+00:00,used cipher please share requimended cipher for tls to configure it from our end,14
1004298.0,1050800.0,12,3,4ops,2022-01-27 07:33:26+00:00,0.0,2- self sign certificate : ph_technical dosn't have it is  ph_user  certificate so please share ph_technical for all ph_technical tools to request certificate for the same or we can use one certificate for all ph_technical tools with different ports,assignee,2022-01-27 07:33:26+00:00,self sign certificate ph technical dosn t have it is ph user certificate so please share ph technical for all ph technical tools to request certificate for the same or we can use one certificate for all ph technical tools with different ports,43
1004298.0,1050984.0,13,1,.wy0w13yhr,2022-01-30 05:13:10+00:00,0.0,the attached mail contains the list of recommended ciphers for ph_technical .,reporter,2022-01-30 05:13:10+00:00,the attached mail contains the list of recommended ciphers for ph technical,12
1004298.0,1051057.0,14,1,4ops,2022-01-30 07:26:08+00:00,0.0,all recommended tls 1.2 cipher has been applied along with the new ph_technical,assignee,2022-01-30 07:26:08+00:00,all recommended tls cipher has been applied along with the new ph technical,13
1004298.0,1051099.0,15,0,.wy0w13yhr,2022-01-30 08:49:10+00:00,0.0,dear  ph_user ,reporter,2022-01-30 08:49:10+00:00,dear ph user,3
1004298.0,1051099.0,15,1,.wy0w13yhr,2022-01-30 08:49:10+00:00,0.0,please provide production file fixes so that will move same changes in production .,reporter,2022-01-30 08:49:10+00:00,please provide production file fixes so that will move same changes in production,13
1004298.0,1051114.0,16,1,4ops,2022-01-30 09:02:21+00:00,0.0,is it confirmed by your security team ph_technical,assignee,2022-01-30 09:02:21+00:00,is it confirmed by your security team ph technical,9
1004298.0,1051882.0,17,0,.wy0w13yhr,2022-02-01 11:07:36+00:00,0.0,dear  ph_user ,reporter,2022-02-01 11:07:36+00:00,dear ph user,3
1004298.0,1051882.0,17,1,.wy0w13yhr,2022-02-01 11:07:36+00:00,0.0,good news after fixing multiple ph_technical in uat environment the updated report the number of ph_technical reduced from ph_technical till ph_technical .,reporter,2022-02-01 11:07:36+00:00,good news after fixing multiple ph technical in uat environment the updated report the number of ph technical reduced from ph technical till ph technical,25
1004298.0,1051882.0,17,2,.wy0w13yhr,2022-02-01 11:07:36+00:00,0.0,"lets plan for production movement , please prepare files for tls and cipher related issues .",reporter,2022-02-01 11:07:36+00:00,lets plan for production movement please prepare files for tls and cipher related issues,14
1004298.0,1052556.0,18,0,.wy0w13yhr,2022-02-06 05:50:28+00:00,0.0,dear  ph_user ,reporter,2022-02-06 05:50:28+00:00,dear ph user,3
1004298.0,1052556.0,18,1,.wy0w13yhr,2022-02-06 05:50:28+00:00,0.0,please share release note for all changes which done in uat to fix tls and cipher issues so that we plan for production movement .,reporter,2022-02-06 05:50:28+00:00,please share release note for all changes which done in uat to fix tls and cipher issues so that we plan for production movement,24
1004298.0,1052693.0,19,1,4ops,2022-02-06 09:23:01+00:00,0.0,please share all ph_technical folders from production to prepare it for you also please share ph_technical from tomcat and this can be done only after create new certificate to update all configuration once . ,assignee,2022-02-06 09:23:01+00:00,please share all ph technical folders from production to prepare it for you also please share ph technical from tomcat and this can be done only after create new certificate to update all configuration once,35
1004298.0,1052874.0,20,0,.wy0w13yhr,2022-02-07 06:43:18+00:00,0.0,dear  ph_user ,reporter,2022-02-07 06:43:18+00:00,dear ph user,3
1004298.0,1052874.0,20,1,.wy0w13yhr,2022-02-07 06:43:18+00:00,0.0,all required files uploaded ( ph_technical folders and ph_technical for all ph_name system from production ) . ,reporter,2022-02-07 06:43:18+00:00,all required files uploaded ph technical folders and ph technical for all ph name system from production,17
1004298.0,1053679.0,21,1,4ops,2022-02-10 06:00:24+00:00,0.0,could you please let me know where you have upload the required file .,assignee,2022-02-10 06:00:24+00:00,could you please let me know where you have upload the required file,13
1004298.0,1054001.0,22,0,.wy0w13yhr,2022-02-13 05:53:23+00:00,0.0,dear  ph_user ,reporter,2022-02-13 05:53:23+00:00,dear ph user,3
1004298.0,1054001.0,22,1,.wy0w13yhr,2022-02-13 05:53:23+00:00,0.0,the ph_technical added for all ph_name,reporter,2022-02-13 05:53:23+00:00,the ph technical added for all ph name,8
1004298.0,1054001.0,22,2,.wy0w13yhr,2022-02-13 05:53:23+00:00,0.0,due to huge size of files couldn't added here i added the same in uat server ph_ip_address under ph_technical ph_path files ”,reporter,2022-02-13 05:53:23+00:00,due to huge size of files couldn t added here i added the same in uat server ph ip address under ph technical ph path files,26
1004298.0,1054180.0,23,1,4ops,2022-02-13 11:22:26+00:00,0.0,attached all new ph_technical and one the files updated will let you know,assignee,2022-02-13 11:22:26+00:00,attached all new ph technical and one the files updated will let you know,14
1004298.0,1054307.0,24,1,4ops,2022-02-14 04:24:40+00:00,0.0,"the new ph_technical and ph_technical uploaded to test server under (ph_technical ph_path files ph_path ph_technical files and ph_technical ph_technical ) and you can deploy it at anytime , for the certificates please copy each certificate to the required path which is available under ph_technical under ph_technical then replace the ph_technical and restart the tomcat we recommend no to do all applications at the same time",assignee,2022-02-14 04:24:40+00:00,the new ph technical and ph technical uploaded to test server under ph technical ph path files ph path ph technical files and ph technical ph technical and you can deploy it at anytime for the certificates please copy each certificate to the required path which is available under ph technical under ph technical then replace the ph technical and restart the tomcat we recommend no to do all applications at the same time,74
1004298.0,1054313.0,25,0,.wy0w13yhr,2022-02-14 04:58:33+00:00,0.0,dear  ph_user ,reporter,2022-02-14 04:58:33+00:00,dear ph user,3
1004298.0,1054313.0,25,1,.wy0w13yhr,2022-02-14 04:58:33+00:00,0.0,"thanks a lot for your quick response , lets make it a practice for production deployment we need proper release note .",reporter,2022-02-14 04:58:33+00:00,thanks a lot for your quick response lets make it a practice for production deployment we need proper release note,20
1004298.0,1054313.0,25,2,.wy0w13yhr,2022-02-14 04:58:33+00:00,0.0,as you are aware in our bank infra team will deploy the changes not the application owner .,reporter,2022-02-14 04:58:33+00:00,as you are aware in our bank infra team will deploy the changes not the application owner,17
1004298.0,1054313.0,25,3,.wy0w13yhr,2022-02-14 04:58:33+00:00,0.0,release note should be clear and provide all details in steps .,reporter,2022-02-14 04:58:33+00:00,release note should be clear and provide all details in steps,11
1004298.0,1054318.0,26,1,4ops,2022-02-14 05:43:40+00:00,0.0,for the helpdesk tickets everything is provided over comments and below required steps:,assignee,2022-02-14 05:43:40+00:00,for the helpdesk tickets everything is provided over comments and below required steps,13
1004298.0,1054318.0,26,3,4ops,2022-02-14 05:43:40+00:00,0.0,1- stop ph_technical application,assignee,2022-02-14 05:43:40+00:00,stop ph technical application,4
1004298.0,1054318.0,26,4,4ops,2022-02-14 05:43:40+00:00,0.0,2- rename current jar file,assignee,2022-02-14 05:43:40+00:00,rename current jar file,4
1004298.0,1054318.0,26,5,4ops,2022-02-14 05:43:40+00:00,0.0,3- copy new jar file,assignee,2022-02-14 05:43:40+00:00,copy new jar file,4
1004298.0,1054318.0,26,9,4ops,2022-02-14 05:43:40+00:00,0.0,2- copy ph_technical file to below folders,assignee,2022-02-14 05:43:40+00:00,copy ph technical file to below folders,7
1004298.0,1054318.0,26,11,4ops,2022-02-14 05:43:40+00:00,0.0,onus ph_technical ph_user  ph_path .jks,assignee,2022-02-14 05:43:40+00:00,onus ph technical ph user ph path jks,8
1004298.0,1054318.0,26,12,4ops,2022-02-14 05:43:40+00:00,0.0,ph_technical : ph_technical ph_user  ph_path .jks,assignee,2022-02-14 05:43:40+00:00,ph technical ph technical ph user ph path jks,9
1004298.0,1054318.0,26,13,4ops,2022-02-14 05:43:40+00:00,0.0, ph_user  : ph_technical ph_user  ph_path .jks,assignee,2022-02-14 05:43:40+00:00,ph user ph technical ph user ph path jks,9
1004298.0,1054318.0,26,14,4ops,2022-02-14 05:43:40+00:00,0.0,ph_technical ph_technical ph_user  ph_path .jks,assignee,2022-02-14 05:43:40+00:00,ph technical ph technical ph user ph path jks,9
1004298.0,1054318.0,26,15,4ops,2022-02-14 05:43:40+00:00,0.0, ph_user  ph_technical ph_user  ph_path .jks,assignee,2022-02-14 05:43:40+00:00,ph user ph technical ph user ph path jks,9
1004298.0,1054318.0,26,17,4ops,2022-02-14 05:43:40+00:00,0.0,3- rename old ph_technical and copy new one,assignee,2022-02-14 05:43:40+00:00,rename old ph technical and copy new one,8
1004298.0,1054411.0,27,0,.wy0w13yhr,2022-02-14 09:38:34+00:00,0.0,dear  ph_user ,reporter,2022-02-14 09:38:34+00:00,dear ph user,3
1004298.0,1054411.0,27,1,.wy0w13yhr,2022-02-14 09:38:34+00:00,0.0,"we prepared below release note , please go through it and confirm .",reporter,2022-02-14 09:38:34+00:00,we prepared below release note please go through it and confirm,11
1004298.0,1054411.0,27,2,.wy0w13yhr,2022-02-14 09:38:34+00:00,0.0,also lets us know if we have to deploy in sequence or its independent .,reporter,2022-02-14 09:38:34+00:00,also lets us know if we have to deploy in sequence or its independent,14
1004298.0,1054411.0,27,3,.wy0w13yhr,2022-02-14 09:38:34+00:00,0.0,server ph_ip_address  ph_user  conventional: ph_technical changes stop ph_technical service ph_technical ph_name ph_technical ph_technical ph_technical take backup of the jar file ( ph_technical ) available in ph_technical ph_user  ph_path “ move the new jar file to the above directory start ph_technical ph_technical ph_path .xml changes stop ph_technical take backup of ph_technical file available in ph_technical ph_user  ph_path ” move the new ph_technical ph_technical to the above directory and rename it to ph_technical take backup of ph_technical file available in “ ph_user  ph_path ph_technical move the new ph_technical to the above directory start ph_technical,reporter,2022-02-14 09:38:34+00:00,server ph ip address ph user conventional ph technical changes stop ph technical service ph technical ph name ph technical ph technical ph technical take backup of the jar file ph technical available in ph technical ph user ph path move the new jar file to the above directory start ph technical ph technical ph path xml changes stop ph technical take backup of ph technical file available in ph technical ph user ph path move the new ph technical ph technical to the above directory and rename it to ph technical take backup of ph technical file available in ph user ph path ph technical move the new ph technical to the above directory start ph technical,118
1004298.0,1054411.0,27,4,.wy0w13yhr,2022-02-14 09:38:34+00:00,0.0, ph_user  ph_name ph_technical changes stop ph_technical service ph_technical ph_name ph_technical ph_technical ph_technical take backup of the jar file ( ph_technical ) available in ph_technical ph_user  ph_path “ move the new jar file to the above directory start ph_technical ph_technical ph_path .xml changes stop ph_technical take backup of ph_technical file available in ph_technical ph_user  ph_path ” move the new ph_technical ph_technical to the above directory and rename it to ph_technical take backup of ph_technical file available in “ ph_user  ph_path ph_technical move the new ph_technical to the above directory start ph_technical,reporter,2022-02-14 09:38:34+00:00,ph user ph name ph technical changes stop ph technical service ph technical ph name ph technical ph technical ph technical take backup of the jar file ph technical available in ph technical ph user ph path move the new jar file to the above directory start ph technical ph technical ph path xml changes stop ph technical take backup of ph technical file available in ph technical ph user ph path move the new ph technical ph technical to the above directory and rename it to ph technical take backup of ph technical file available in ph user ph path ph technical move the new ph technical to the above directory start ph technical,115
1004298.0,1054411.0,27,5,.wy0w13yhr,2022-02-14 09:38:34+00:00,0.0,ph_technical ph_technical changes stop ph_technical service ph_technical ph_name ph_technical ph_technical ph_technical take backup of the jar file ( ph_technical ) available in ph_technical ph_path “ move the new jar file to the above directory start ph_technical ph_technical ph_path .xml changes stop ph_technical take backup of ph_technical file available in ph_technical ph_technical ph_path ph_technical move the new ph_technical ph_technical to the above directory and rename it to ph_technical take backup of ph_technical file available in ph_technical ph_path ph_technical move the new ph_technical to the above directory start ph_technical,reporter,2022-02-14 09:38:34+00:00,ph technical ph technical changes stop ph technical service ph technical ph name ph technical ph technical ph technical take backup of the jar file ph technical available in ph technical ph path move the new jar file to the above directory start ph technical ph technical ph path xml changes stop ph technical take backup of ph technical file available in ph technical ph technical ph path ph technical move the new ph technical ph technical to the above directory and rename it to ph technical take backup of ph technical file available in ph technical ph path ph technical move the new ph technical to the above directory start ph technical,113
1004298.0,1054411.0,27,6,.wy0w13yhr,2022-02-14 09:38:34+00:00,0.0,ph_technical ph_technical changes stop ph_technical service ph_technical ph_name ph_technical ph_technical ph_technical take backup of the jar file ( ph_technical ) available in ph_technical ph_path “ move the new jar file to the above directory start ph_technical ph_technical ph_path .xml changes stop ph_technical take backup of ph_technical file available in ph_technical ph_technical ph_path ph_technical move the new ph_technical ph_technical to the above directory and rename it to ph_technical take backup of ph_technical file available in ph_technical ph_technical ph_path ph_technical move the new ph_technical to the above directory start ph_technical,reporter,2022-02-14 09:38:34+00:00,ph technical ph technical changes stop ph technical service ph technical ph name ph technical ph technical ph technical take backup of the jar file ph technical available in ph technical ph path move the new jar file to the above directory start ph technical ph technical ph path xml changes stop ph technical take backup of ph technical file available in ph technical ph technical ph path ph technical move the new ph technical ph technical to the above directory and rename it to ph technical take backup of ph technical file available in ph technical ph technical ph path ph technical move the new ph technical to the above directory start ph technical,115
1004298.0,1054411.0,27,7,.wy0w13yhr,2022-02-14 09:38:34+00:00,0.0,server ph_ip_address  ph_user  conventional: ph_technical change stop ph_technical service ph_technical ph_name ph_technical ph_technical ph_technical take backup of the jar file ( ph_technical ) available in ph_technical ph_user  ph_path “ move the new jar file to the above directory start ph_technical ph_technical ph_path .xml changes stop ph_technical take backup of ph_technical file available in ph_technical ph_user  ph_path ” move the new ph_technical ph_technical to the above directory and rename it to ph_technical take backup of ph_technical file available in ph_technical ph_user  ph_path move the new ph_technical to the above directory start ph_technical,reporter,2022-02-14 09:38:34+00:00,server ph ip address ph user conventional ph technical change stop ph technical service ph technical ph name ph technical ph technical ph technical take backup of the jar file ph technical available in ph technical ph user ph path move the new jar file to the above directory start ph technical ph technical ph path xml changes stop ph technical take backup of ph technical file available in ph technical ph user ph path move the new ph technical ph technical to the above directory and rename it to ph technical take backup of ph technical file available in ph technical ph user ph path move the new ph technical to the above directory start ph technical,118
1004298.0,1054411.0,27,8,.wy0w13yhr,2022-02-14 09:38:34+00:00,0.0, ph_user  ph_name ph_technical changes stop ph_technical service ph_technical ph_name ph_technical ph_technical ph_technical take backup of the jar file ( ph_technical ) available in ph_technical ph_path “ move the new jar file to the above directory start ph_technical ph_technical ph_path .xml changes stop ph_technical take backup of ph_technical file available in ph_technical ph_path move the new ph_technical ph_technical to the above directory and rename it to ph_technical take backup of ph_technical file available in ph_technical ph_path move the new ph_technical to the above directory start ph_technical,reporter,2022-02-14 09:38:34+00:00,ph user ph name ph technical changes stop ph technical service ph technical ph name ph technical ph technical ph technical take backup of the jar file ph technical available in ph technical ph path move the new jar file to the above directory start ph technical ph technical ph path xml changes stop ph technical take backup of ph technical file available in ph technical ph path move the new ph technical ph technical to the above directory and rename it to ph technical take backup of ph technical file available in ph technical ph path move the new ph technical to the above directory start ph technical,109
1004298.0,1054411.0,27,9,.wy0w13yhr,2022-02-14 09:38:34+00:00,0.0,onus: ph_technical changes stop ph_technical service ph_technical ph_name ph_technical ph_technical ph_technical take backup of the jar file ( ph_technical ) available in ph_technical ph_path ” move the new jar file to the above directory start ph_technical,reporter,2022-02-14 09:38:34+00:00,onus ph technical changes stop ph technical service ph technical ph name ph technical ph technical ph technical take backup of the jar file ph technical available in ph technical ph path move the new jar file to the above directory start ph technical,44
1004298.0,1054411.0,27,10,.wy0w13yhr,2022-02-14 09:38:34+00:00,0.0,ph_technical ph_path .xml changes stop ph_technical take backup of ph_technical file available in ph_technical ph_path move the new ph_technical ph_technical to the above directory and rename it to ph_technical take backup of ph_technical file available in ph_technical ph_path move the new ph_technical to the above directory start ph_technical,reporter,2022-02-14 09:38:34+00:00,ph technical ph path xml changes stop ph technical take backup of ph technical file available in ph technical ph path move the new ph technical ph technical to the above directory and rename it to ph technical take backup of ph technical file available in ph technical ph path move the new ph technical to the above directory start ph technical,62
1004298.0,1054414.0,28,1,4ops,2022-02-14 09:48:21+00:00,0.0,"confirmed ,and it is independent tasks you can do each one alone .",assignee,2022-02-14 09:48:21+00:00,confirmed and it is independent tasks you can do each one alone,12
1004298.0,1058429.0,29,1,4ops,2022-03-07 06:19:08+00:00,0.0,please let us know if everything fine to close this ticket,assignee,2022-03-07 06:19:08+00:00,please let us know if everything fine to close this ticket,11
1004298.0,1058441.0,30,1,.wy0w13ygq,2022-03-07 06:35:21+00:00,0.0,"the change has been applied only in  ph_user  application, in  ph_user  ph_name we counter an issue in the integration with esb.",others,2022-03-07 06:35:21+00:00,the change has been applied only in ph user application in ph user ph name we counter an issue in the integration with esb,24
1004298.0,1058441.0,30,2,.wy0w13ygq,2022-03-07 06:35:21+00:00,0.0,"and conventional  ph_user , all online payments getting failed while ph_technical the status of the regulated entity and also the integration with ph_technical failed.",others,2022-03-07 06:35:21+00:00,and conventional ph user all online payments getting failed while ph technical the status of the regulated entity and also the integration with ph technical failed,26
1004298.0,1058441.0,30,3,.wy0w13ygq,2022-03-07 06:35:21+00:00,0.0,"we plan today for ph_technical ph_path , kindly go through the deployment steps.",others,2022-03-07 06:35:21+00:00,we plan today for ph technical ph path kindly go through the deployment steps,14
1004298.0,1058441.0,30,4,.wy0w13ygq,2022-03-07 06:35:21+00:00,0.0,we need to make sure that nothing is missed.,others,2022-03-07 06:35:21+00:00,we need to make sure that nothing is missed,9
1004298.0,1058441.0,30,5,.wy0w13ygq,2022-03-07 06:35:21+00:00,0.0,in ph_technical there integration with ph_technical,others,2022-03-07 06:35:21+00:00,in ph technical there integration with ph technical,8
1004298.0,1061502.0,31,0,.wy0w13yhr,2022-03-27 05:57:00+00:00,0.0,dear  ph_user ,reporter,2022-03-27 05:57:00+00:00,dear ph user,3
1004298.0,1061502.0,31,1,.wy0w13yhr,2022-03-27 05:57:00+00:00,0.0,please take the required action as per the recommendation from our iso team to close this ph_technical reported in  ph_user  and  ph_user  .,reporter,2022-03-27 05:57:00+00:00,please take the required action as per the recommendation from our iso team to close this ph technical reported in ph user and ph user,25
1004298.0,1061502.0,31,2,.wy0w13yhr,2022-03-27 05:57:00+00:00,0.0,“for the those debug directories and sub directories at least can disable by set the response as ph_technical or ph_technical for all the web users ”,reporter,2022-03-27 05:57:00+00:00,for the those debug directories and sub directories at least can disable by set the response as ph technical or ph technical for all the web users,27
1004298.0,1061502.0,31,3,.wy0w13yhr,2022-03-27 05:57:00+00:00,0.0,please refer to mail for more details,reporter,2022-03-27 05:57:00+00:00,please refer to mail for more details,7
1004298.0,1061509.0,32,1,4ops,2022-03-27 06:08:03+00:00,0.0,this can't be done as it is ph_technical request coming from the user direct and can't be disabled .,assignee,2022-03-27 06:08:03+00:00,this can t be done as it is ph technical request coming from the user direct and can t be disabled,21
1004298.0,1061687.0,33,0,.wy0w13yhr,2022-03-27 11:18:29+00:00,0.0,dear  ph_user ,reporter,2022-03-27 11:18:29+00:00,dear ph user,3
1004298.0,1061687.0,33,1,.wy0w13yhr,2022-03-27 11:18:29+00:00,0.0,we have some ph_technical related to our os we just need your confirmation there is no application dependency to fix open ph_technical of java .,reporter,2022-03-27 11:18:29+00:00,we have some ph technical related to our os we just need your confirmation there is no application dependency to fix open ph technical of java,26
1004298.0,1061687.0,33,3,.wy0w13yhr,2022-03-27 11:18:29+00:00,0.0,red hat: ph_technical moderate: ph_technical security and bug fix update (multiple advisories),reporter,2022-03-27 11:18:29+00:00,red hat ph technical moderate ph technical security and bug fix update multiple advisories,14
1004298.0,1061687.0,33,4,.wy0w13yhr,2022-03-27 11:18:29+00:00,0.0,i will share the list so that you get more details,reporter,2022-03-27 11:18:29+00:00,i will share the list so that you get more details,11
1004298.0,1061691.0,34,1,4ops,2022-03-27 11:24:56+00:00,0.0,open ph_technical ph_technical is not used in our prod systems,assignee,2022-03-27 11:24:56+00:00,open ph technical ph technical is not used in our prod systems,12
1004298.0,1061873.0,35,0,.wy0w13yhr,2022-03-28 08:34:32+00:00,0.0,dear  ph_user ,reporter,2022-03-28 08:34:32+00:00,dear ph user,3
1004298.0,1061873.0,35,1,.wy0w13yhr,2022-03-28 08:34:32+00:00,0.0,thanks lot for your continues support we managed to close big number of vulnerabilities in all ph_name system but still there are list of ph_technical reported as per the latest report .,reporter,2022-03-28 08:34:32+00:00,thanks lot for your continues support we managed to close big number of vulnerabilities in all ph name system but still there are list of ph technical reported as per the latest report,33
1004298.0,1061873.0,35,2,.wy0w13yhr,2022-03-28 08:34:32+00:00,0.0,we also successfully upgraded our certificates from self-signed to ca certificate for all ph_name application .,reporter,2022-03-28 08:34:32+00:00,we also successfully upgraded our certificates from self signed to ca certificate for all ph name application,17
1004298.0,1061873.0,35,3,.wy0w13yhr,2022-03-28 08:34:32+00:00,0.0,i will share the attachment for more details where the iso recommended solution is added .,reporter,2022-03-28 08:34:32+00:00,i will share the attachment for more details where the iso recommended solution is added,15
